time,event
120.2033898,0
120.2033898,0
120.4545455,0
121.3333333,0
121.7647059,0
121.8421053,0
122.2758621,0
122.6666667,0
123.527027,0
123.5769231,0
124.2647059,0
125.5230769,0
128.4705882,0
129.2727273,0
130.6842105,0
131.0526316,0
131.1428571,0
132.3529412,0
132.6315789,0
132.6315789,0
132.8125,0
135.7419355,0
135.8181818,0
136.4727273,0
136.4727273,0
137.3015873,0
138.2553191,0
140,1
140.1904762,0
140.3703704,0
141.3333333,0
141.7099237,0
143.6170213,0
145.9259259,0
146.2745098,0
147.1764706,0
147.1764706,0
147.3333333,0
147.6363636,0
147.7777778,0
149.4,0
151.4285714,0
151.4759036,0
152,0
153.3235294,0
153.9285714,0
156.5714286,0
157.4074074,0
157.5757576,0
158.2608696,0
158.6842105,0
160.3333333,0
161,0
161.7522124,0
164.5714286,0
164.8529412,0
165.4459459,0
166.2,0
168,0
168.72,0
168.8297872,0
169.3043478,0
171.4285714,0
172,0
172.3822222,0
173.3684211,0
173.7037037,0
174.7619048,0
175.0357143,0
176,0
176.6666667,0
177.4647887,0
177.6196581,0
180.2702703,0
181.1764706,0
183.0769231,0
183.7058824,0
184.25,0
184.826868,0
187.2727273,0
187.3846154,0
189.7142857,0
189.9130435,0
190,0
193.2,0
193.4782609,0
193.8095238,0
193.9130435,0
196.3157895,0
198.5977011,0
200.1479171,0
204.75,0
205.8536585,0
208.0833333,0
210,0
210,0
210.9375,0
211.0526316,0
212.2222222,0
214,0
214.3636364,0
218.7884615,0
219.9195402,0
220.5,0
223.9130435,0
227.6129032,0
230.5882353,0
232,0
232,0
233,0
233.4545455,0
233.4745763,0
234.1056911,0
234.6923077,0
236.560241,0
236.875,0
239.0265487,0
240.4637681,0
243.5,0
246.5294118,0
248.5120773,0
249.4117647,0
249.4545455,0
251.1666667,0
253.6842105,0
254.6666667,0
255.4210526,0
255.9411765,0
263.9196514,0
263.9196514,0
266,0
272.8571429,0
274.2857143,0
274.9714286,0
279.3113208,0
286,0
288.7368421,0
288.8888889,0
289,0
290.3448276,0
290.5396825,0
291.5384615,0
293.902439,0
293.9354839,0
294.75,0
295,0
295.1666667,0
296.3636364,0
296.6666667,0
296.875,0
299.1578947,0
300.2105263,0
310,0
311.2105263,0
311.3043478,0
312,0
312.4468085,0
318.5,0
319,0
328.2222222,0
330,0
332.6470588,0
333.6666667,0
340,0
341.647482,0
342.75,0
348.8426966,0
354.0816327,0
354.6666667,0
355.8076923,0
364,0
365.5657895,0
369.1666667,0
369.2307692,0
370,0
375.9642857,0
378,0
378,0
380.25,0
381.6326531,0
382.6242723,0
385,0
385.5,0
389.5531915,0
392.2105263,0
406.7368421,0
410.7258065,0
410.9496403,0
412.4545455,0
418,0
423.9772727,0
426,0
429.0628272,0
432,0
435,0
437,0
438.9136691,0
439.3846154,0
442.8,0
443.3333333,0
443.902439,0
444.8484848,0
448.875,0
449.3333333,0
455.0352941,0
457.2121212,0
458.1818182,0
460.1834862,0
462.1875,0
465.6363636,0
466.56,0
471.5,0
472.7272727,0
479.4568245,0
483.9545455,0
484,0
489.5882353,0
494.1758905,0
501.2513634,0
503.75,0
512,0
512,0
515.7142857,0
523.5,0
525.3333333,0
525.7142857,0
526.25,0
527.8393029,0
527.8393029,0
527.8393029,0
527.8393029,0
536.25,0
536.25,0
546,0
546,0
546,0
549.3465347,0
569.7391304,0
571.2352941,0
583.6506339,0
586.3636364,0
586.6666667,0
587.1647727,0
589.875,0
600.3809524,0
606.6666667,0
610,0
610.65,0
619.0434783,0
620.1938137,0
623.1794872,0
628.8333333,0
629.1142857,0
629.2,0
632.6923077,0
635.1428571,0
641.95,0
652.2727273,0
652.2777778,0
654.9,0
660,0
660,0
660.5925926,0
662.862069,0
675.8474576,0
677.4482759,0
677.4677419,0
684.8780488,0
685.75,0
686,0
702,0
708.6875,0
709.8841699,0
712,0
713.3333333,0
718.7804878,0
724.3797468,0
726.8571429,0
728,0
730,0
742.5,0
743.1666667,0
743.516129,0
743.8596491,0
755.3333333,0
757.625,0
764.5,0
765.4064516,0
768.2973724,0
774,0
777.1428571,0
777.833935,0
788.5010267,0
798.245614,0
814.6666667,0
828.75,0
834.9090909,0
835.4285714,0
835.7809524,0
843.4285714,0
846.8,0
852.4137931,0
860.0555556,0
860.9545455,0
863.0536692,0
867.2841226,0
871.3518519,0
872.1627907,0
873.1666667,0
883.6573382,0
884.3382353,0
891.2857143,0
896.7272727,0
906.0606061,0
908.5899281,0
918,0
921.4175824,0
926.2727273,0
930.8,0
933.5789474,0
939.4411765,0
939.4411765,0
939.8571429,0
958.6818182,0
963.2,0
964.7058824,0
966.875,0
972.5294118,0
1014.6,0
1018.08776,0
1020.311958,0
1026.375,0
1038.666667,0
1045,0
1046.333333,0
1046.527778,0
1054.575,0
1055.678606,0
1069.518072,0
1069.84127,0
1071.121212,0
1072,0
1075.636364,0
1088.888889,0
1098.461538,0
1099.805556,0
1109.76,0
1112.086957,0
1114.666667,0
1115.441176,0
1129.615385,0
1131.357143,0
1140.857143,0
1158.842105,0
1164.947368,0
1177.3,0
1200.636364,0
1201.858025,0
1202.25,0
1204.84,0
1205.658537,0
1207,0
1207.790698,0
1221.090909,0
1238.954545,0
1265.409091,0
1269.171429,0
1270,0
1274,0
1281.5,0
1283.349398,0
1297.619048,0
1309.44,0
1314.588235,0
1359.375,0
1370.3,0
1384.705882,0
1389.769231,0
1391.685185,0
1404.857143,0
1410,0
1415.842105,0
1416.09375,0
1457,0
1497.3,0
1506.600176,0
1522.9375,0
1533.947368,0
1537.472727,0
1539.2,0
1539.880435,0
1556.541284,0
1570.754717,0
1570.762712,0
1575,0
1582.040441,0
1583.517909,0
1583.517909,0
1601.25,0
1610.8125,0
1616.156863,0
1633.351852,0
1638.888889,0
1664.798775,0
1673.361702,0
1673.45283,0
1683.181818,0
1687.636364,0
1694,0
1699.5,0
1714.5,0
1714.580838,0
1733.652858,0
1735.68,0
1740.236842,0
1749.433962,0
1749.56701,0
1763.125,0
1778.977115,0
1796.910448,0
1805.260274,0
1809.464789,0
1812,0
1820,0
1824.454545,0
1837.5,0
1847.43756,0
1847.43756,0
1847.43756,0
1847.43756,0
1847.43756,0
1847.43756,0
1847.43756,0
1847.43756,0
1871.428571,0
1881.290323,0
1900.289855,0
1908,0
1910.037736,0
1915.509091,0
1916.018034,0
1919.028902,0
1924.936288,0
1956.545455,0
1965.204545,0
1971.428571,0
1994.505495,0
2000,0
2001.222222,0
2017.178571,0
2032.8,0
2037,0
2059.880597,0
2070,0
2082,0
2084.462428,0
2086.884211,0
2097.128205,0
2111.357211,0
2111.357211,0
2111.357211,0
2111.357211,0
2111.357211,0
2125.714286,0
2141.657143,0
2143.2,0
2146.11828,0
2146.770408,0
2161.956522,0
2162,0
2162.054348,0
2165.647059,0
2166.153846,0
2179.16129,0
2179.890909,0
2180.005944,0
2188.050633,0
2198.315217,0
2224.615385,0
2238.387097,0
2245.153846,0
2249.607843,0
2254.188679,0
2279.538462,0
2280,0
2301.508197,0
2309.914286,0
2327.181818,0
2339.393939,0
2349.264706,0
2354.191176,0
2360.4,0
2373.72043,0
2375.276863,0
2375.276863,0
2375.276863,0
2375.276863,0
2375.276863,0
2384.369163,0
2387,0
2394.206897,0
2415.214724,0
2419.2,0
2438.818182,0
2452.064516,0
2484,0
2494.95082,0
2510.857143,0
2553.409524,0
2563,0
2565.142857,0
2579.37931,0
2588.694581,0
2592.9,0
2594.071429,0
2605.889571,0
2605.988858,0
2606.691176,0
2639.196514,0
2639.196514,0
2647.998471,0
2652,0
2654.765625,0
2658.157895,0
2660,0
2703.9375,0
2720.002747,0
2721.814433,0
2733.666667,0
2754.6375,0
2764.253968,0
2774,0
2790,0
2792.571429,0
2809.388235,0
2840.714286,0
2844.333333,0
2859.540984,0
2863.623529,0
2903.116166,0
2903.116166,0
2903.116166,0
2903.116166,0
2903.116166,0
2903.116166,0
2903.116166,0
2903.116166,0
2903.116166,0
2903.116166,0
2903.116166,0
2903.116166,0
2907,0
2944.171123,0
2946.132663,0
2954.560345,0
2990.814815,0
2993.671875,0
2994.608696,0
3021.441441,0
3035.007874,0
3116.666667,0
3139.482759,0
3144.453202,0
3146,0
3164.651163,0
3167.441441,0
3169.2,0
3186.521008,0
3244.129032,0
3259.428571,0
3268.6875,0
3307.241379,0
3307.714286,0
3367.1875,0
3386.88,0
3393.927007,0
3411.178808,0
3431.816794,0
3444.444444,0
3469.513514,0
3479.268698,0
3498.857143,0
3505.855263,0
3523.4375,0
3531.733333,0
3534,0
3535.619609,0
3562.470588,0
3573.041096,0
3581.420103,0
3658,0
3665.568862,0
3679.918033,0
3690.212598,0
3690.279412,0
3694.87512,0
3694.87512,0
3694.87512,0
3694.87512,0
3694.87512,0
3694.87512,0
3694.87512,0
3694.87512,0
3694.87512,0
3724.827586,0
3725.54,0
3745.454545,0
3748.111111,0
3765.316239,0
3788.462657,0
3792.053333,0
3797.828571,0
3801.826667,0
3824.390244,0
3825.5,0
3830.521739,0
3832.327869,0
3834.164524,0
3836,0
3859.765625,0
3892.625,0
3935.316901,0
3949.953488,0
3958.794771,0
3967.647059,0
3970.068966,0
3989.094828,0
3997.446809,0
4002.741935,0
4012.411765,0
4014.647059,0
4031.227679,0
4040.384615,0
4042.868852,0
4047.610619,0
4049.111111,0
4049.232955,0
4059.5,0
4073.555556,0
4092.429642,0
4102.549451,0
4114.37037,0
4121.176471,0
4145.557377,0
4152.634921,0
4155.110092,0
4171.058824,0
4174.037975,0
4175.16129,0
4206.862745,0
4222.714423,0
4222.714423,0
4222.714423,0
4222.714423,0
4222.714423,0
4222.714423,0
4222.714423,0
4222.714423,0
4222.714423,0
4224.166667,0
4275.75974,0
4291.495043,0
4324.076603,0
4324.292463,0
4332.876712,0
4354.376812,0
4368.913043,0
4369.333333,0
4374.160584,0
4388.482143,0
4405.15326,0
4409.809524,0
4443.121569,0
4450.714286,0
4458.506329,0
4460.73232,0
4482.015823,0
4486.634074,0
4486.634074,0
4486.634074,0
4486.634074,0
4496.625,0
4512.4,0
4550,0
4552.888889,0
4558.181818,0
4560.543103,0
4571.43662,0
4572.853659,0
4586.875,0
4602.608696,0
4605.701923,0
4647.819936,0
4655.855856,0
4669,0
4679.465347,0
4690.960784,0
4728.130081,0
4738.5,0
4748.275445,0
4749.363636,0
4750.553726,0
4750.553726,0
4750.553726,0
4750.553726,0
4750.553726,0
4750.553726,0
4750.553726,0
4750.553726,0
4750.553726,0
4752.529412,0
4766.538462,0
4774.163265,0
4783.417582,0
4787.460432,0
4802.564815,0
4812.352301,0
4826.038462,0
4837.272727,0
4862.913669,0
4876.025,0
4942,0
4948.515152,0
4968.533333,0
4976.178378,0
4979.403509,0
4980.666667,0
5006.381868,0
5009.538462,0
5014.473377,0
5014.473377,0
5014.473377,0
5014.473377,0
5014.473377,0
5050.107317,0
5051.647059,0
5059.563636,0
5121.761905,0
5126,0
5139.029468,0
5158.492754,0
5165.4375,0
5192.571429,0
5218.574257,0
5230.148936,0
5269.873418,0
5274.181818,0
5282.0625,0
5335.114286,0
5336.842105,0
5343.586207,0
5350.759259,0
5386.583333,0
5387.764706,0
5394.666667,0
5411.007519,0
5418,0
5418.921053,0
5450.783333,0
5492.35122,0
5498.222222,0
5519.359375,0
5522.758621,0
5528.110092,0
5542.31268,0
5542.31268,0
5542.31268,0
5542.31268,0
5542.31268,0
5542.31268,0
5542.31268,0
5542.31268,0
5542.31268,0
5542.31268,0
5542.31268,0
5567.086957,0
5573.875,0
5576.73913,0
5582.424242,0
5605.670732,0
5619.857143,0
5641.132075,0
5646.36,0
5662.468293,0
5663.939597,0
5680.714286,0
5699.88,0
5713.61194,0
5713.61194,0
5713.924242,0
5728.410876,0
5732.913295,0
5745.668712,0
5745.74359,0
5765.432432,0
5777.75,0
5803.001255,0
5806.232332,0
5806.232332,0
5806.232332,0
5806.232332,0
5806.232332,0
5826.684211,0
5856.5,0
5858.322581,0
5860.755396,0
5862.092308,0
5865.107143,0
5869.674419,0
5899.269231,0
5900.436445,0
5904.386092,0
5906.977778,0
5919.788136,0
5925.955882,0
5931.354839,0
5964.094972,0
5984.036697,0
6041.354167,0
6070.151983,0
6070.151983,0
6070.151983,0
6078.947368,0
6118.662983,0
6136.097561,0
6136.32,0
6171.475736,0
6172.899083,0
6191.292929,0
6199.76699,0
6231.747423,0
6255.114286,0
6266.206897,0
6284.29108,0
6304.666667,0
6334.071634,0
6334.071634,0
6334.071634,0
6334.071634,0
6334.071634,0
6334.071634,0
6352.979592,0
6378.175439,0
6389.152542,0
6403.8,0
6422.439024,0
6422.871508,0
6434.758621,0
6440.571429,0
6445.381818,0
6459.555556,0
6466.770318,0
6474.368421,0
6478.131579,0
6481.006061,0
6490.785714,0
6496,0
6505.125,0
6508.857143,0
6510.318471,0
6510.363636,0
6510.797468,0
6516,0
6527.805471,0
6568.434783,0
6568.731343,0
6587.411765,0
6596.2,0
6597.991286,0
6597.991286,0
6597.991286,0
6597.991286,0
6597.991286,0
6597.991286,0
6597.991286,0
6597.991286,0
6597.991286,0
6597.991286,0
6597.991286,0
6597.991286,0
6597.991286,0
6616.4,0
6623.333333,0
6634.678571,0
6638.03125,0
6640.769231,0
6656.34375,0
6676.494253,0
6697.794595,0
6706.206897,0
6735.585938,0
6738.893333,0
6752.122642,0
6753.561151,0
6762.59375,0
6767.478261,0
6782.703488,0
6789.970443,0
6792.149123,0
6799.153846,0
6829.515837,0
6862.846154,0
6886.285714,0
6938.372093,0
6941.967213,0
6960.060976,0
6963.84,0
6987.324324,0
7003.125,0
7013.228296,0
7057.908537,0
7058.990385,0
7084,0
7088.745283,0
7121.916667,0
7123.56,0
7128.481481,0
7140,0
7191.917431,0
7207.22093,0
7217.34375,0
7221.666667,0
7232,0
7232.82,0
7241.663551,0
7251.054545,0
7278.733333,0
7285.397059,0
7309.139241,0
7314.189474,0
7329.012876,0
7341.559322,0
7345.236364,0
7366.182796,0
7377.19186,0
7389.75024,0
7389.75024,0
7389.75024,0
7389.75024,0
7389.75024,0
7389.75024,0
7389.75024,0
7389.75024,0
7389.75024,0
7389.75024,0
7389.75024,0
7389.75024,0
7389.75024,0
7389.75024,0
7389.75024,0
7389.75024,0
7389.75024,0
7389.75024,0
7389.75024,0
7389.75024,0
7389.75024,0
7389.75024,0
7389.75024,0
7389.75024,0
7413.225589,0
7413.364162,0
7448.823529,0
7467.111111,0
7483.597403,0
7491.438356,0
7527.412088,0
7531.375254,0
7534.888889,0
7535.903226,0
7550.735294,0
7551.152284,0
7568.872093,0
7574.535774,0
7576,0
7591.377049,0
7593.263158,0
7601.582159,0
7605.303738,0
7653.472081,0
7653.669892,0
7653.669892,0
7653.669892,0
7653.669892,0
7658.15,0
7690.363636,0
7695.637255,0
7708.058537,0
7722.740741,0
7798.071429,0
7802.548387,0
7811.945392,0
7812.391304,0
7861,0
7900.905109,0
7904.832869,0
7909.744186,0
7917.589543,0
7917.589543,0
7917.589543,0
7917.589543,0
7917.589543,0
7925.457143,0
7929,0
7929.572603,0
7958.081633,0
7962.826772,0
7965.066667,0
7966.184211,0
7978.666667,0
7996.925926,0
8000.824742,0
8014.801325,0
8018.181818,0
8030.25,0
8037.21875,0
8046,0
8052.545455,0
8065.909091,0
8073.333333,0
8078.802326,0
8080.273504,0
8094.767442,0
8099,0
8099.79661,0
8101.333333,0
8104.478261,0
8127.384615,0
8141.212121,0
8141.772152,0
8178,0
8178.906977,0
8181.509194,0
8181.509194,0
8181.509194,0
8181.509194,0
8181.509194,0
8181.509194,0
8181.509194,0
8181.509194,0
8181.509194,0
8182.714286,0
8188.656827,0
8192.543956,0
8237.016667,0
8254.545455,0
8270.105263,0
8272,0
8275,0
8294.323232,0
8310.9375,0
8314.583333,0
8333.534483,0
8347.821429,0
8349.484536,0
8356.43578,0
8397.493976,0
8397.856089,0
8438.057692,0
8445.428846,0
8445.428846,0
8453.518519,0
8468.597353,0
8472.583587,0
8473.790323,0
8478.125,0
8525.636792,0
8530.789474,0
8548.009091,0
8550,0
8555.027668,0
8570.984127,0
8579.698549,0
8584.655835,0
8602.285714,0
8629.157895,0
8631.432836,0
8686.333333,0
8698.04,0
8712.063973,0
8713.267735,0
8720.338129,0
8735.986111,0
8741.692857,0
8747.069943,0
8756.398714,0
8781.807692,0
8782.281177,0
8786.615385,0
8801.142857,0
8830.263158,0
8856,0
8862.682927,0
8880.09434,0
8896.703911,0
8904.551724,0
8913.47561,0
8917.566667,0
8934.222222,0
8936.652038,0
8937.04918,0
8947.478261,0
8967.6,0
8967.6,0
8973.268149,0
8973.268149,0
8973.268149,0
8977.8,0
9035.653846,0
9053.649123,0
9065.066667,0
9082.253165,0
9107.909859,0
9124.956522,0
9136.747253,0
9140.059459,0
9162.198381,0
9191.437838,0
9197.148649,0
9198.769231,0
9199.658385,0
9211.151515,0
9226.647059,0
9227.928994,0
9237.1878,0
9237.1878,0
9237.1878,0
9237.1878,0
9237.1878,0
9237.1878,0
9237.1878,0
9237.1878,0
9237.1878,0
9237.1878,0
9237.1878,0
9237.1878,0
9237.1878,0
9245.576336,0
9248.428571,0
9260.787172,0
9278.480447,0
9321.120743,0
9325.9,0
9368.4,0
9370.235294,0
9377.529412,0
9385.97,0
9416.655738,0
9420.455771,0
9460.690476,0
9464.736842,0
9469.351852,0
9479.091954,0
9481.643836,0
9482.561798,0
9501.107452,0
9501.107452,0
9501.107452,0
9501.107452,0
9501.107452,0
9501.107452,0
9501.107452,0
9501.107452,0
9501.107452,0
9531.532374,0
9560.514139,0
9563.921053,0
9565.744186,0
9566.5,0
9567.096012,0
9600.517241,0
9623.222222,0
9640.277228,0
9684.54902,0
9686.539964,0
9693.364486,0
9703.125,0
9706.445545,0
9724.512579,0
9732.180451,0
9737.927273,0
9740.522727,0
9765.027103,0
9765.027103,0
9765.027103,0
9765.027103,0
9765.027103,0
9765.027103,0
9765.027103,0
9765.027103,0
9765.027103,0
9765.027103,0
9765.027103,0
9765.027103,0
9765.027103,0
9765.027103,0
9773.526316,0
9807.304348,0
9822.34375,0
9827.446809,0
9840.827586,0
9871.604167,0
9877.376033,0
9888.584071,0
9908.066946,0
9912,0
9919.764706,0
9980.886486,0
9984.736842,0
9998.214286,0
10028.94675,0
10028.94675,0
10028.94675,0
10028.94675,0
10054,0
10054,0
10056.06844,0
10056.79621,0
10060.10526,0
10104.50893,0
10113.91011,0
10120,0
10138.66667,0
10146,0
10176.29434,0
10186.23529,0
10186.45833,0
10193.07692,0
10196.05263,0
10218.61905,0
10248.37975,0
10251.02,0
10270.03478,0
10292.86641,0
10292.86641,0
10292.86641,0
10292.86641,0
10292.86641,0
10292.86641,0
10292.86641,0
10292.86641,0
10292.86641,0
10302.12291,0
10369.77778,0
10382.5641,0
10393.6,0
10399.59857,0
10401.27586,0
10410.68966,0
10417.95429,0
10437.11864,0
10445.65854,0
10486.55797,0
10508.06667,0
10542.76364,0
10583.69231,0
10588.23529,0
10617.42353,0
10623.20192,0
10636.1746,0
10638.47734,0
10645.69128,0
10667.83562,0
10669.23077,0
10680.5,0
10691.10345,0
10699.01768,0
10709.90526,0
10728.49655,0
10739.10606,0
10741.40541,0
10744.33613,0
10759,0
10769.2037,0
10785.6,0
10812.8,0
10820.70571,0
10820.70571,0
10820.70571,0
10833.62025,0
10839.25,0
10845.06667,0
10854.23529,0
10863.61722,0
10877.96685,0
10882.97403,0
10892.42424,0
10902.95238,0
10914.40069,0
10939.47619,0
10943.83813,0
10949.42857,0
10952.90845,0
10974.44755,0
10975.2381,0
10985.43636,0
11027.17241,0
11044.9341,0
11057.42857,0
11059.30435,0
11084.62536,0
11084.62536,0
11084.62536,0
11084.62536,0
11084.62536,0
11084.62536,0
11084.62536,0
11084.62536,0
11084.62536,0
11084.62536,0
11084.62536,0
11084.62536,0
11084.62536,0
11092,0
11093.95946,0
11098.92683,0
11108.43689,0
11126.83673,0
11133.06404,0
11141.58716,0
11161.83333,0
11174.88087,0
11177.76824,0
11192.42236,0
11198.95082,0
11203.19512,0
11227.8125,0
11231.67857,0
11277.78462,0
11277.92647,0
11280.609,0
11287.94643,0
11289.83529,0
11302.76712,0
11313.86667,0
11342.89157,0
11348.54501,0
11348.54501,0
11348.54501,0
11348.54501,0
11352.38967,0
11362.5,0
11367.78926,0
11377.8,0
11378.60825,0
11385,0
11385,0
11389.25926,0
11398.5,0
11424.4,0
11425.97049,0
11428.59016,0
11438,0
11454.19355,0
11464.01399,0
11485.0566,0
11486.65957,0
11490.99281,0
11499.3913,0
11502,0
11502.54167,0
11521.125,0
11530.28571,0
11550,0
11576,0
11612.46466,0
11612.46466,0
11612.46466,0
11612.46466,0
11612.46466,0
11612.46466,0
11612.46466,0
11612.46466,0
11612.46466,0
11612.46466,0
11640.24615,0
11672.97921,0
11686.5,0
11725,0
11733.6729,0
11740,0
11749.70588,0
11794.8412,0
11795.89744,0
11806.66667,0
11822.47059,0
11822.85906,0
11849.47826,0
11860.38462,0
11870.25,0
11876.38431,0
11876.38431,0
11876.38431,0
11876.38431,0
11876.38431,0
11876.38431,0
11876.38431,0
11876.38431,0
11876.38431,0
11876.38431,0
11876.38431,0
11876.38431,0
11876.38431,0
11876.38431,0
11876.38431,0
11876.38431,0
11876.38431,0
11876.38431,0
11876.38431,0
11876.38431,0
11876.38431,0
11876.38431,0
11880.23256,0
11907.64968,0
11908.13953,0
11913,0
11919.25532,0
11958.14737,0
12010.86486,0
12012.45385,0
12013.71429,0
12024.96203,0
12052.01887,0
12055.63014,0
12056.29904,0
12056.42599,0
12089.65865,0
12093.18182,0
12109.57377,0
12122.93782,0
12140.30397,0
12140.30397,0
12140.30397,0
12140.30397,0
12140.30397,0
12140.30397,0
12140.30397,0
12140.30397,0
12140.30397,0
12140.30397,0
12140.30397,0
12140.30397,0
12140.30397,0
12140.30397,0
12140.30397,0
12140.30397,0
12140.30397,0
12147.30556,0
12154.97354,0
12170.21505,0
12189.5122,0
12221.6875,0
12231.60714,0
12232.22,0
12252.20319,0
12271.875,0
12320.9375,0
12325.81395,0
12336.60886,0
12353,0
12353.29268,0
12360.69159,0
12366.79012,0
12387.375,0
12394.66667,0
12398.35088,0
12404.22362,0
12411.63025,0
12414.98785,0
12444.51064,0
12455,0
12457.05882,0
12484.26667,0
12501.42391,0
12517.75,0
12532,0
12537.36842,0
12546.36364,0
12565.26496,0
12565.88462,0
12568.7625,0
12574.31405,0
12577.28302,0
12624.2963,0
12628.86792,0
12631.94245,0
12632.14286,0
12638.63636,0
12668.14327,0
12676.25806,0
12684.6129,0
12690.48561,0
12718.60773,0
12723.17788,0
12732.17803,0
12747.03349,0
12772.57143,0
12822.85714,0
12840.47458,0
12848.33799,0
12860.83333,0
12889.125,0
12924.20741,0
12932.06292,0
12932.06292,0
12932.06292,0
12932.06292,0
12932.06292,0
12932.06292,0
12932.06292,0
12932.06292,0
12932.06292,0
12932.06292,0
12932.06292,0
12932.06292,0
12932.06292,0
12932.06292,0
12932.06292,0
12936.97059,0
12941.75115,0
12949.20619,0
12978.81081,0
12989.46552,0
12997.84314,0
13004.875,0
13005.12403,0
13034.1236,0
13045.55798,0
13052.64198,0
13053.33333,0
13054.22222,0
13057.77778,0
13069.5297,0
13076.60714,0
13090,0
13097.2,0
13109.01639,0
13135.53103,0
13137.45171,0
13138.28571,0
13152.85714,0
13158.00769,0
13191.86207,0
13195.98257,0
13195.98257,0
13195.98257,0
13195.98257,0
13195.98257,0
13195.98257,0
13195.98257,0
13195.98257,0
13195.98257,0
13195.98257,0
13195.98257,0
13200.25,0
13211.72727,0
13213.34802,0
13220.76923,0
13250.68571,0
13260.61233,0
13273.71429,0
13296.4557,0
13307.14286,0
13310.18182,0
13313.07285,0
13314.65421,0
13338.46154,0
13368.48276,0
13377.65714,0
13382.09524,0
13387.35849,0
13393,0
13414.25503,0
13417.78061,0
13431.22535,0
13448.35714,0
13456,0
13459.90222,0
13459.90222,0
13459.90222,0
13459.90222,0
13459.90222,0
13459.90222,0
13459.90222,0
13459.90222,0
13459.90222,0
13464.52229,0
13471.68421,0
13485.84,0
13489.14141,0
13491.61702,0
13499.45556,0
13512.98148,0
13517.33333,0
13541.05263,0
13547.87866,0
13588.19048,0
13632.42143,0
13635.36842,0
13652.03478,0
13661.2,0
13667.2,0
13712.0429,0
13723.82187,0
13723.82187,0
13723.82187,0
13723.82187,0
13723.82187,0
13723.82187,0
13723.82187,0
13723.82187,0
13723.82187,0
13723.82187,0
13723.82187,0
13750.58824,0
13769.63636,0
13770,0
13773.71429,0
13778.53869,0
13784.13793,0
13784.29412,0
13796.34602,0
13830.36893,0
13838,0
13844.46226,0
13863.47965,0
13883.29412,0
13886.30928,0
13896.42857,0
13913.36471,0
13928.39526,0
13943.34884,0
13944,0
13944.68571,0
13949.37143,0
13968.41584,0
13977.72381,0
13980.67826,0
13983.57692,0
13987.74153,0
13987.74153,0
13987.74153,0
13987.74153,0
13987.74153,0
13987.74153,0
13987.74153,0
13987.74153,0
13987.74153,0
13987.74153,0
13987.74153,0
13987.74153,0
13987.74153,0
13987.74153,0
13987.74153,0
14021.53086,0
14047.73077,0
14062.07035,0
14062.12903,0
14092.23529,0
14094.41638,0
14104.63158,0
14124.375,0
14132.74286,0
14136.77419,0
14169.28767,0
14226.93596,0
14232.19512,0
14233.65517,0
14252.4,0
14274,0
14302.66667,0
14333,0
14340.3125,0
14354.7747,0
14362.78261,0
14367.53247,0
14372.35821,0
14378.25,0
