time,event,qty
8064,1,1
7896,1,1
7656,1,1
5184,1,2
2016,1,1
8712,1,1
8496,1,1
4752,1,1
2424,1,1
9720,1,1
9648,1,1
9336,1,1
9312,1,1
9288,1,1
9240,1,1
9216,1,1
9168,1,1
9096,1,1
8736,1,1
8592,1,1
8520,1,1
8496,1,1
8376,1,1
8160,1,1
8136,1,1
7368,1,1
7080,1,1
6504,1,2
6360,1,1
5880,1,1
4608,1,1
4224,1,1
3408,1,1
792,1,1
9624,1,1
9408,1,1
9264,1,2
9216,1,1
8472,1,1
6672,1,1
6456,1,1
2856,1,1
648,1,1
9624,1,1
9312,1,1
8784,1,1
8760,1,2
8640,1,1
8616,1,1
8424,1,2
8256,1,1
7896,1,1
7776,1,1
7344,1,1
6624,1,1
6384,1,1
8400,1,1
7344,1,1
8760,1,1
8736,1,1
8544,1,1
8496,1,1
8184,1,2
7920,1,2
7392,1,1
5880,1,1
4224,1,1
1848,1,1
888,1,1
6288,1,1
5736,1,1
5592,1,1
5184,1,1
840,1,1
720,1,1
6912,1,1
3840,1,1
8232,1,1
7920,1,1
7728,1,2
3648,1,1
624,1,1
3624,1,1
3072,1,1
4944,1,1
624,1,1
2568,1,1
8040,1,1
2712,1,1
8064,1,1
6792,1,1
5712,1,1
5016,1,1
4992,1,1
4776,1,1
4416,1,1
3888,1,1
7176,1,1
6312,1,1
5352,1,1
4488,1,1
3960,1,1
2544,1,1
2424,1,1
336,1,1
6528,1,1
4488,1,1
4128,1,1
3888,1,1
3696,1,1
1056,1,1
7656,1,1
7584,1,1
7104,1,1
6912,1,1
5640,1,1
4752,1,2
3264,1,1
2664,1,1
2256,1,3
7488,1,1
4368,1,1
4248,1,1
2256,1,1
7248,1,1
6552,1,1
5544,1,2
5448,1,1
4920,1,1
4848,1,1
1056,1,1
7224,1,1
5904,1,1
5712,1,1
4272,1,1
2160,1,2
1560,1,1
1320,1,1
1224,1,3
528,1,1
264,1,1
6648,1,1
5424,1,1
3936,1,1
2352,1,1
168,1,1
7200,1,1
6936,1,1
6912,1,1
6864,1,1
5136,1,1
3432,1,1
3144,1,1
5400,1,1
4776,1,1
4608,1,1
3144,1,1
2784,1,1
2304,1,1
2256,1,1
6480,1,1
3168,1,1
1200,1,1
5616,1,1
5328,1,1
1104,1,1
4536,1,1
696,1,1
672,1,2
4608,1,1
504,1,1
1992,1,1
816,1,1
4800,1,1
4392,1,2
3600,1,1
360,1,1
1944,1,1
456,1,1
168,1,1
3696,1,1
3432,1,1
2904,1,1
1944,1,1
1128,1,1
408,1,1
3144,1,1
1128,1,1
408,1,1
432,1,1
1176,1,1
1488,1,2
1104,1,1
912,1,1
1776,0,1
1824,0,715
2304,0,312
2400,0,719
2424,0,828
2616,0,715
3696,0,776
4752,0,359
5208,0,959
5232,0,959
5280,0,1436
5352,0,477
5520,0,718
5856,0,1194
6048,0,707
6288,0,2151
6480,0,706
6552,0,311
6624,0,956
6912,0,956
6936,0,1438
6984,0,2154
7104,0,717
7152,0,477
7200,0,459
7248,0,1431
7416,0,714
7536,0,712
7608,0,1783
7632,0,712
7728,0,2843
7776,0,1394
7872,0,2150
7896,0,2858
8016,0,2859
8088,0,360
8136,0,711
8184,0,1899
8280,0,1166
8328,0,358
8376,0,1078
8520,0,708
8712,0,466
8880,0,230
8928,0,19
9120,0,1424
9216,0,1598
9264,0,697
9432,0,459
9624,0,309
9936,0,696
9984,0,2122
10008,0,707
10128,0,675
10248,0,4241
10464,0,696
10488,0,163
10512,0,336
10608,0,685
10656,0,689
10680,0,673
10728,0,426
10752,0,650
10824,0,908
10848,0,708
10920,0,1813
10944,0,2048
10968,0,187
10992,0,476
11064,0,694
11088,0,2349
11112,0,683
11784,0,2063
11808,0,912
11928,0,668
12048,0,641
12120,0,209
12264,0,696
12600,0,467
12792,0,467
13848,0,358
14400,0,478
14664,0,691
14760,0,465
14856,0,473
15624,0,951
15696,0,2369
15792,0,411
15912,0,649
15936,0,388
16104,0,698
16224,0,1259
16344,0,1397
16536,0,1359
16800,0,1293
16968,0,651
17160,0,1387
17184,0,224
17304,0,706
17352,0,634
17544,0,446
17568,0,1255
18000,0,685
18048,0,2775
18072,0,591
18096,0,1294
18240,0,864
19368,0,626
19704,0,648
19968,0,688
20496,0,20
20880,0,7
21432,0,7
22368,0,26
22416,0,7
25512,0,7
32112,0,10
34008,0,27
34032,0,7
43392,0,7
43896,0,7
43944,0,49
44040,0,35
